time,position,rotation_matrix,velocity,action,lin_acc,obs,obs_norm
82.681,[0.42396504 0.4841902  0.66497993],"[[ 0.98974613 -0.01143902  0.14237891]
 [-0.00125287  0.99605454  0.08873439]
 [-0.1428322  -0.0880029   0.98582679]]",[ 1.35639352  1.47576428 -0.28653521],[ 1.7998265   2.4252577  -0.27406418 -0.04522707],[ 0.46169631 -0.02975094 -4.22186103],"[ 4.23965037e-01  4.84190196e-01  6.64979935e-01  9.89746126e-01
 -1.14390153e-02  1.42378912e-01 -1.25286979e-03  9.96054536e-01
  8.87343910e-02 -1.42832195e-01 -8.80029020e-02  9.85826787e-01
  1.35639352e+00  1.47576428e+00 -2.86535209e-01  1.63801575e+00
  2.08318520e+00 -6.53955221e-01 -9.32383239e-02  1.69437289e+00
  2.23210812e+00 -5.37939906e-01 -7.32685626e-02  1.75790524e+00
  2.37295866e+00 -4.65020835e-01 -6.64570481e-02]","[ 0.08479297  0.096838   -0.734008    0.9897461  -0.01143903  0.14237893
 -0.00125289  0.99605453  0.08873439 -0.14283216 -0.08800292  0.98582673
  0.13563943  0.14757645 -0.0286535  -0.4605673   0.34719753 -0.10899258
 -0.02330959 -0.44169664  0.3720181  -0.08965665 -0.01831716 -0.42042345
  0.39549327 -0.07750344 -0.01661426]"
82.694,[0.43410018 0.495285   0.66326582],"[[ 0.99117825 -0.00795369  0.13229669]
 [-0.00287094  0.99667497  0.08142955]
 [-0.13250447 -0.08109101  0.98785971]]",[ 1.36956417  1.4700824  -0.29617927],[ 1.8085117   2.4195366  -0.2252244  -0.04324298],[ 0.31685508 -0.18444692 -3.71639244],"[ 0.43410018  0.495285    0.66326582  0.99117825 -0.00795369  0.13229669
 -0.00287094  0.99667497  0.08142955 -0.13250447 -0.08109101  0.98785971
  1.36956417  1.4700824  -0.29617927  1.69437289  2.23210812 -0.53793991
 -0.07326856  1.75790524  2.37295866 -0.46502084 -0.06645705  1.7998265
  2.42525768 -0.27406418 -0.04522707]","[ 0.08682001  0.09905708 -0.73469365  0.9911783  -0.0079537   0.13229668
 -0.00287092  0.996675    0.0814296  -0.13250446 -0.08109099  0.9878597
  0.13695645  0.1470083  -0.02961785 -0.44169664  0.3720181  -0.08965665
 -0.01831716 -0.42042345  0.39549327 -0.07750344 -0.01661426 -0.40638655
  0.4042096  -0.0456773  -0.01130676]"
82.706,[0.46471381 0.52857399 0.65660405],"[[ 0.99399095 -0.00220861  0.10944004]
 [-0.00296135  0.99888791  0.04705508]
 [-0.10942226 -0.04709641  0.99287899]]",[ 1.37442923  1.46220863 -0.38847938],[ 1.9428375   2.4327013  -0.03199746 -0.01080191],[ 0.24396458 -0.33439437 -4.26507206],"[ 4.64713812e-01  5.28573990e-01  6.56604052e-01  9.93990946e-01
 -2.20860659e-03  1.09440039e-01 -2.96135432e-03  9.98887907e-01
  4.70550799e-02 -1.09422258e-01 -4.70964141e-02  9.92878994e-01
  1.37442923e+00  1.46220863e+00 -3.88479381e-01  1.75790524e+00
  2.37295866e+00 -4.65020835e-01 -6.64570481e-02  1.79982650e+00
  2.42525768e+00 -2.74064183e-01 -4.52270657e-02  1.80851173e+00
  2.41953659e+00 -2.25224406e-01 -4.32429761e-02]","[ 0.09294283  0.1057148  -0.73735833  0.9939909  -0.00220859  0.10944009
 -0.00296134  0.9988879   0.04705513 -0.10942227 -0.04709643  0.9928789
  0.13744295  0.14622092 -0.03884792 -0.42042345  0.39549327 -0.07750344
 -0.01661426 -0.40638655  0.4042096  -0.0456773  -0.01130676 -0.40347838
  0.40325618 -0.0375374  -0.01081073]"
82.718,[0.47497031 0.53964245 0.6538462 ],"[[ 9.95237427e-01 -9.78641624e-04  9.74756740e-02]
 [-1.27700261e-03  9.99732909e-01  2.30755114e-02]
 [-9.74722218e-02 -2.30900893e-02  9.94970358e-01]]",[ 1.36836477  1.44772703 -0.47218582],[2.1006322  2.2483397  0.02793629 0.00642997],[ 0.09341122 -0.68997623 -4.4943037 ],"[ 4.74970311e-01  5.39642453e-01  6.53846204e-01  9.95237427e-01
 -9.78641624e-04  9.74756740e-02 -1.27700261e-03  9.99732909e-01
  2.30755114e-02 -9.74722218e-02 -2.30900893e-02  9.94970358e-01
  1.36836477e+00  1.44772703e+00 -4.72185819e-01  1.79982650e+00
  2.42525768e+00 -2.74064183e-01 -4.52270657e-02  1.80851173e+00
  2.41953659e+00 -2.25224406e-01 -4.32429761e-02  1.94283748e+00
  2.43270135e+00 -3.19974646e-02 -1.08019114e-02]","[ 9.49940681e-02  1.07928514e-01 -7.38461494e-01  9.95237350e-01
 -9.78648663e-04  9.74756479e-02 -1.27702951e-03  9.99732971e-01
  2.30754614e-02 -9.74721909e-02 -2.30900645e-02  9.94970322e-01
  1.36836410e-01  1.44772768e-01 -4.72186208e-02 -4.06386554e-01
  4.04209614e-01 -4.56773043e-02 -1.13067627e-02 -4.03478384e-01
  4.03256178e-01 -3.75373960e-02 -1.08107328e-02 -3.58500719e-01
  4.05450225e-01 -5.33294678e-03 -2.70044804e-03]"
82.729,[0.48524553 0.55068171 0.65080667],"[[ 9.96036153e-01 -6.62515302e-04  8.89468514e-02]
 [-1.10775814e-04  9.99962247e-01  8.68863813e-03]
 [-8.89492498e-02 -8.66405086e-03  9.95998476e-01]]",[ 1.3750509   1.45139492 -0.4562809 ],[2.159803   2.308951   0.01734418 0.00611319],[ 0.0160207  -0.91226944 -4.20012717],"[ 4.85245526e-01  5.50681710e-01  6.50806665e-01  9.96036153e-01
 -6.62515302e-04  8.89468514e-02 -1.10775814e-04  9.99962247e-01
  8.68863813e-03 -8.89492498e-02 -8.66405086e-03  9.95998476e-01
  1.37505090e+00  1.45139492e+00 -4.56280902e-01  1.80851173e+00
  2.41953659e+00 -2.25224406e-01 -4.32429761e-02  1.94283748e+00
  2.43270135e+00 -3.19974646e-02 -1.08019114e-02  2.10063219e+00
  2.24833965e+00  2.79362872e-02  6.42997026e-03]","[ 9.70491171e-02  1.10136390e-01 -7.39677310e-01  9.96036172e-01
 -6.62505627e-04  8.89468193e-02 -1.10805035e-04  9.99962330e-01
  8.68868828e-03 -8.89492631e-02 -8.66407156e-03  9.95998502e-01
  1.37505054e-01  1.45139575e-01 -4.56280708e-02 -4.03478384e-01
  4.03256178e-01 -3.75373960e-02 -1.08107328e-02 -3.58500719e-01
  4.05450225e-01 -5.33294678e-03 -2.70044804e-03 -3.05664718e-01
  3.74723315e-01  4.65607643e-03  1.60753727e-03]"
82.74,[0.49553621 0.56168252 0.64747769],"[[ 9.96824865e-01 -1.82103376e-05  7.96252981e-02]
 [ 1.22628839e-03  9.99884886e-01 -1.51231650e-02]
 [-7.96158567e-02  1.51727905e-02  9.96710139e-01]]",[ 1.37478685  1.44427455 -0.49020229],[2.2309828  2.1467223  0.13879964 0.03156476],[-0.0098693  -1.09119729 -4.11432493],"[ 4.95536208e-01  5.61682522e-01  6.47477686e-01  9.96824865e-01
 -1.82103376e-05  7.96252981e-02  1.22628839e-03  9.99884886e-01
 -1.51231650e-02 -7.96158567e-02  1.51727905e-02  9.96710139e-01
  1.37478685e+00  1.44427455e+00 -4.90202286e-01  1.94283748e+00
  2.43270135e+00 -3.19974646e-02 -1.08019114e-02  2.10063219e+00
  2.24833965e+00  2.79362872e-02  6.42997026e-03  2.15980291e+00
  2.30895090e+00  1.73441842e-02  6.11318648e-03]","[ 9.91072655e-02  1.12336516e-01 -7.41008878e-01  9.96824861e-01
 -1.82390213e-05  7.96252489e-02  1.22630596e-03  9.99884844e-01
 -1.51231885e-02 -7.96158314e-02  1.51728392e-02  9.96710062e-01
  1.37478709e-01  1.44427538e-01 -4.90201712e-02 -3.58500719e-01
  4.05450225e-01 -5.33294678e-03 -2.70044804e-03 -3.05664718e-01
  3.74723315e-01  4.65607643e-03  1.60753727e-03 -2.85852015e-01
  3.84825110e-01  2.89070606e-03  1.52826309e-03]"
82.748,[0.51615363 0.58352655 0.63998473],"[[ 9.97052525e-01  9.34826140e-04  7.67162801e-02]
 [ 1.67073537e-03  9.99424091e-01 -3.38923978e-02]
 [-7.67037821e-02  3.39206734e-02  9.96476752e-01]]",[ 1.37053939  1.41656016 -0.58652817],[2.4004889  2.0084186  0.1201433  0.03703429],[-0.01126393 -1.40815233 -3.96514878],"[ 5.16153634e-01  5.83526552e-01  6.39984727e-01  9.97052525e-01
  9.34826140e-04  7.67162801e-02  1.67073537e-03  9.99424091e-01
 -3.38923978e-02 -7.67037821e-02  3.39206734e-02  9.96476752e-01
  1.37053939e+00  1.41656016e+00 -5.86528173e-01  2.10063219e+00
  2.24833965e+00  2.79362872e-02  6.42997026e-03  2.15980291e+00
  2.30895090e+00  1.73441842e-02  6.11318648e-03  2.23098278e+00
  2.14672232e+00  1.38799638e-01  3.15647572e-02]","[ 1.03230834e-01  1.16705298e-01 -7.44006097e-01  9.97052550e-01
  9.34839249e-04  7.67163038e-02  1.67071819e-03  9.99424100e-01
 -3.38923931e-02 -7.67037868e-02  3.39206457e-02  9.96476769e-01
  1.37053967e-01  1.41656041e-01 -5.86527586e-02 -3.05664718e-01
  3.74723315e-01  4.65607643e-03  1.60753727e-03 -2.85852015e-01
  3.84825110e-01  2.89070606e-03  1.52826309e-03 -2.62018144e-01
  3.57787132e-01  2.31332779e-02  7.89117813e-03]"
82.76,[0.52647817 0.59434497 0.63583118],"[[ 0.9970698   0.00346109  0.07641887]
 [ 0.00161019  0.99780505 -0.06620041]
 [-0.07648026  0.06612948  0.9948757 ]]",[ 1.37306511  1.41418123 -0.5878287 ],[2.4858227  1.8274142  0.07940761 0.03914833],[ 0.01756599 -1.70214053 -3.47318924],"[ 5.26478171e-01  5.94344974e-01  6.35831177e-01  9.97069795e-01
  3.46109055e-03  7.64188738e-02  1.61018525e-03  9.97805048e-01
 -6.62004090e-02 -7.64802636e-02  6.61294767e-02  9.94875702e-01
  1.37306511e+00  1.41418123e+00 -5.87828696e-01  2.15980291e+00
  2.30895090e+00  1.73441842e-02  6.11318648e-03  2.23098278e+00
  2.14672232e+00  1.38799638e-01  3.15647572e-02  2.40048885e+00
  2.00841856e+00  1.20143302e-01  3.70342880e-02]","[ 0.10529566  0.11886907 -0.7456675   0.99706984  0.00346112  0.07641888
  0.00161016  0.9978051  -0.06620038 -0.07648027  0.06612945  0.99487567
  0.13730657  0.1414181  -0.05878288 -0.28585202  0.3848251   0.00289071
  0.00152826 -0.26201814  0.35778713  0.02313328  0.00789118 -0.2052607
  0.3347366   0.02002394  0.00925863]"
82.772,[0.53681386 0.60507399 0.6314252 ],"[[ 0.99699762  0.00587159  0.07720928]
 [ 0.00103586  0.99602027 -0.08912098]
 [-0.07742529  0.08893338  0.99302376]]",[ 1.37004397  1.38900729 -0.64684671],[2.5948527  1.6414049  0.06975604 0.04431605],[ 0.04115366 -2.11452679 -3.08990523],"[ 5.36813855e-01  6.05073988e-01  6.31425202e-01  9.96997619e-01
  5.87158718e-03  7.72092783e-02  1.03585645e-03  9.96020270e-01
 -8.91209763e-02 -7.74252878e-02  8.89333788e-02  9.93023755e-01
  1.37004397e+00  1.38900729e+00 -6.46846709e-01  2.23098278e+00
  2.14672232e+00  1.38799638e-01  3.15647572e-02  2.40048885e+00
  2.00841856e+00  1.20143302e-01  3.70342880e-02  2.48582268e+00
  1.82741416e+00  7.94076100e-02  3.91483307e-02]","[ 0.10736275  0.12101483 -0.7474299   0.9969976   0.00587153  0.07720923
  0.00103581  0.9960203  -0.08912098 -0.0774253   0.08893335  0.99302375
  0.13700438  0.13890076 -0.06468469 -0.26201814  0.35778713  0.02313328
  0.00789118 -0.2052607   0.3347366   0.02002394  0.00925863 -0.17668748
  0.304569    0.01323462  0.00978708]"
82.783,[0.54716188 0.61569506 0.62679076],"[[ 9.96922134e-01  1.01015144e-02  7.77445703e-02]
 [-4.96335581e-04  9.92457579e-01 -1.22587552e-01]
 [-7.83965079e-02  1.22171657e-01  9.89407941e-01]]",[ 1.36740799  1.36755985 -0.68732855],[2.681705   1.3469291  0.06677315 0.05262238],[ 0.07879546 -2.5112203  -2.26880916],"[ 5.47161877e-01  6.15695059e-01  6.26790762e-01  9.96922134e-01
  1.01015144e-02  7.77445703e-02 -4.96335581e-04  9.92457579e-01
 -1.22587552e-01 -7.83965079e-02  1.22171657e-01  9.89407941e-01
  1.36740799e+00  1.36755985e+00 -6.87328546e-01  2.40048885e+00
  2.00841856e+00  1.20143302e-01  3.70342880e-02  2.48582268e+00
  1.82741416e+00  7.94076100e-02  3.91483307e-02  2.59485269e+00
  1.64140487e+00  6.97560385e-02  4.43160534e-02]","[ 1.09432459e-01  1.23139024e-01 -7.49283671e-01  9.96922135e-01
  1.01015568e-02  7.77446032e-02 -4.96327877e-04  9.92457628e-01
 -1.22587562e-01 -7.83964992e-02  1.22171640e-01  9.89408016e-01
  1.36740804e-01  1.36755943e-01 -6.87327981e-02 -2.05260694e-01
  3.34736586e-01  2.00239420e-02  9.25862789e-03 -1.76687479e-01
  3.04569006e-01  1.32346153e-02  9.78708267e-03 -1.40179873e-01
  2.73567557e-01  1.16260052e-02  1.10790730e-02]"
82.794,[0.56789976 0.636536   0.61693621],"[[ 0.99692044  0.0129013   0.07735111]
 [-0.00170689  0.98971055 -0.1430738 ]
 [-0.07840104  0.14250117  0.9866847 ]]",[ 1.36882931  1.33347854 -0.7100977 ],[2.7631903  1.2986916  0.01080883 0.04790707],[ 0.10228246 -2.99495794 -1.60618694],"[ 5.67899764e-01  6.36536002e-01  6.16936207e-01  9.96920440e-01
  1.29012966e-02  7.73511070e-02 -1.70688877e-03  9.89710550e-01
 -1.43073803e-01 -7.84010442e-02  1.42501169e-01  9.86684698e-01
  1.36882931e+00  1.33347854e+00 -7.10097695e-01  2.48582268e+00
  1.82741416e+00  7.94076100e-02  3.91483307e-02  2.59485269e+00
  1.64140487e+00  6.97560385e-02  4.43160534e-02  2.68170500e+00
  1.34692907e+00  6.67731538e-02  5.26223779e-02]","[ 0.11357999  0.1273073  -0.7532255   0.99692047  0.01290131  0.07735109
 -0.0017069   0.98971057 -0.1430738  -0.07840103  0.14250112  0.9866847
  0.13688302  0.13334787 -0.0710097  -0.17668748  0.304569    0.01323462
  0.00978708 -0.14017987  0.27356756  0.01162601  0.01107907 -0.11109823
  0.22448826  0.0111289   0.01315558]"
82.803,[0.58870339 0.65669042 0.60655618],"[[ 0.99694324  0.01758129  0.07612533]
 [-0.00313021  0.98255798 -0.18593014]
 [-0.07806644  0.18512351  0.97960957]]",[ 1.37200358  1.28230286 -0.72279438],[2.8119128  0.87739855 0.01817099 0.06680459],[ 0.16178912 -3.50144811 -0.47773228],"[ 0.58870339  0.65669042  0.60655618  0.99694324  0.01758129  0.07612533
 -0.00313021  0.98255798 -0.18593014 -0.07806644  0.18512351  0.97960957
  1.37200358  1.28230286 -0.72279438  2.59485269  1.64140487  0.06975604
  0.04431605  2.681705    1.34692907  0.06677315  0.05262238  2.76319027
  1.29869163  0.01080883  0.04790707]","[ 0.11774063  0.13133812 -0.7573775   0.99694324  0.01758134  0.07612538
 -0.0031302   0.982558   -0.18593013 -0.07806647  0.18512344  0.9796095
  0.13720036  0.12823033 -0.07227945 -0.14017987  0.27356756  0.01162601
  0.01107907 -0.11109823  0.22448826  0.0111289   0.01315558 -0.08381373
  0.21644866  0.00180149  0.01197672]"
82.81,[0.58870339 0.65669042 0.60655618],"[[ 0.99694324  0.01758129  0.07612533]
 [-0.00313021  0.98255798 -0.18593014]
 [-0.07806644  0.18512351  0.97960957]]",[ 1.37200358  1.28230286 -0.72279438],[ 2.8622437   1.0878259  -0.03577229  0.06230035],[ 0.22724269 -4.05291642  0.32105179],"[ 0.58870339  0.65669042  0.60655618  0.99694324  0.01758129  0.07612533
 -0.00313021  0.98255798 -0.18593014 -0.07806644  0.18512351  0.97960957
  1.37200358  1.28230286 -0.72279438  2.681705    1.34692907  0.06677315
  0.05262238  2.76319027  1.29869163  0.01080883  0.04790707  2.81191278
  0.87739855  0.01817099  0.06680459]","[ 0.11774063  0.13133812 -0.7573775   0.99694324  0.01758134  0.07612538
 -0.0031302   0.982558   -0.18593013 -0.07806647  0.18512344  0.9796095
  0.13720036  0.12823033 -0.07227945 -0.11109823  0.22448826  0.0111289
  0.01315558 -0.08381373  0.21644866  0.00180149  0.01197672 -0.06749946
  0.14623308  0.00302851  0.0167011 ]"
82.817,[0.59913588 0.66644514 0.60128874],"[[ 0.99683281  0.0181845   0.07741886]
 [-0.00168579  0.97811905 -0.20803912]
 [-0.07950795  0.20724971  0.97505182]]",[ 1.37495792  1.26086165 -0.70286058],[2.8394895e+00 8.0938619e-01 2.6431754e-03 7.1204334e-02],[ 0.22724269 -4.05291642  0.32105179],"[ 5.99135876e-01  6.66445136e-01  6.01288736e-01  9.96832807e-01
  1.81844970e-02  7.74188586e-02 -1.68579067e-03  9.78119053e-01
 -2.08039124e-01 -7.95079474e-02  2.07249712e-01  9.75051816e-01
  1.37495792e+00  1.26086165e+00 -7.02860579e-01  2.76319027e+00
  1.29869163e+00  1.08088329e-02  4.79070693e-02  2.81191278e+00
  8.77398551e-01  1.81709900e-02  6.68045878e-02  2.86224365e+00
  1.08782589e+00 -3.57722864e-02  6.23003542e-02]","[ 0.11982715  0.1332891  -0.7594845   0.99683285  0.01818454  0.0774188
 -0.0016858   0.97811913 -0.2080391  -0.07950795  0.20724976  0.9750519
  0.13749588  0.12608612 -0.0702861  -0.08381373  0.21644866  0.00180149
  0.01197672 -0.06749946  0.14623308  0.00302851  0.0167011  -0.05064666
  0.18130434 -0.00596201  0.01557505]"
82.825,[0.62008065 0.68517363 0.59082669],"[[ 9.96694005e-01  1.79350400e-02  7.92426311e-02]
 [ 1.56443886e-04  9.74905564e-01 -2.22618769e-01]
 [-8.12467586e-02  2.21895189e-01  9.71679726e-01]]",[ 1.38113319  1.1764562  -0.70115712],[ 2.8661146   0.5506038  -0.08042128  0.06441742],[ 0.32516744 -4.60797177  1.37055952],"[ 6.20080650e-01  6.85173631e-01  5.90826690e-01  9.96694005e-01
  1.79350400e-02  7.92426311e-02  1.56443886e-04  9.74905564e-01
 -2.22618769e-01 -8.12467586e-02  2.21895189e-01  9.71679726e-01
  1.38113319e+00  1.17645620e+00 -7.01157122e-01  2.81191278e+00
  8.77398551e-01  1.81709900e-02  6.68045878e-02  2.86224365e+00
  1.08782589e+00 -3.57722864e-02  6.23003542e-02  2.83948946e+00
  8.09386194e-01  2.64317542e-03  7.12043345e-02]","[ 1.24016166e-01  1.37034774e-01 -7.63669312e-01  9.96694088e-01
  1.79350376e-02  7.92425871e-02  1.56402588e-04  9.74905491e-01
 -2.22618759e-01 -8.12467337e-02  2.21895218e-01  9.71679688e-01
  1.38113379e-01  1.17645621e-01 -7.01156259e-02 -6.74994588e-02
  1.46233082e-01  3.02851200e-03  1.67011023e-02 -5.06466627e-02
  1.81304336e-01 -5.96201420e-03  1.55750513e-02 -5.82656860e-02
  1.34897709e-01  4.40597534e-04  1.78010464e-02]"
82.831,[0.6306026  0.69408518 0.58573216],"[[ 0.99650638  0.01749217  0.0816643 ]
 [ 0.00300313  0.96968301 -0.2443478 ]
 [-0.08346265  0.24373939  0.96624277]]",[ 1.38217878  1.14567268 -0.6694234 ],[ 2.860876    0.38208336 -0.21138313  0.05381389],[ 0.42974025 -5.25863115  2.20192099],"[ 6.30602598e-01  6.94085181e-01  5.85732162e-01  9.96506381e-01
  1.74921663e-02  8.16642967e-02  3.00312636e-03  9.69683008e-01
 -2.44347798e-01 -8.34626531e-02  2.43739388e-01  9.66242773e-01
  1.38217878e+00  1.14567268e+00 -6.69423398e-01  2.86224365e+00
  1.08782589e+00 -3.57722864e-02  6.23003542e-02  2.83948946e+00
  8.09386194e-01  2.64317542e-03  7.12043345e-02  2.86611462e+00
  5.50603807e-01 -8.04212764e-02  6.44174218e-02]","[ 1.2612057e-01  1.3881707e-01 -7.6570714e-01  9.9650645e-01
  1.7492175e-02  8.1664324e-02  3.0031204e-03  9.6968293e-01
 -2.4434781e-01 -8.3462656e-02  2.4373937e-01  9.6624279e-01
  1.3821793e-01  1.1456728e-01 -6.6942275e-02 -5.0646663e-02
  1.8130434e-01 -5.9620142e-03  1.5575051e-02 -5.8265686e-02
  1.3489771e-01  4.4059753e-04  1.7801046e-02 -4.9350500e-02
  9.1767311e-02 -1.3403535e-02  1.6104341e-02]"
82.838,[0.6306026  0.69408518 0.58573216],"[[ 0.99650638  0.01749217  0.0816643 ]
 [ 0.00300313  0.96968301 -0.2443478 ]
 [-0.08346265  0.24373939  0.96624277]]",[ 1.38217878  1.14567268 -0.6694234 ],[ 2.884447    0.56456393 -0.18690631  0.06671496],[ 0.42974025 -5.25863115  2.20192099],"[ 6.30602598e-01  6.94085181e-01  5.85732162e-01  9.96506381e-01
  1.74921663e-02  8.16642967e-02  3.00312636e-03  9.69683008e-01
 -2.44347798e-01 -8.34626531e-02  2.43739388e-01  9.66242773e-01
  1.38217878e+00  1.14567268e+00 -6.69423398e-01  2.83948946e+00
  8.09386194e-01  2.64317542e-03  7.12043345e-02  2.86611462e+00
  5.50603807e-01 -8.04212764e-02  6.44174218e-02  2.86087608e+00
  3.82083356e-01 -2.11383134e-01  5.38138896e-02]","[ 1.2612057e-01  1.3881707e-01 -7.6570714e-01  9.9650645e-01
  1.7492175e-02  8.1664324e-02  3.0031204e-03  9.6968293e-01
 -2.4434781e-01 -8.3462656e-02  2.4373937e-01  9.6624279e-01
  1.3821793e-01  1.1456728e-01 -6.6942275e-02 -5.8265686e-02
  1.3489771e-01  4.4059753e-04  1.7801046e-02 -4.9350500e-02
  9.1767311e-02 -1.3403535e-02  1.6104341e-02 -5.1104605e-02
  6.3680649e-02 -3.5230517e-02  1.3453484e-02]"
82.845,[0.64129812 0.70312876 0.58142126],"[[ 0.99647196  0.01766713  0.08204574]
 [ 0.00413004  0.96608522 -0.2581904 ]
 [-0.08382466  0.25761834  0.96260387]]",[ 1.38609009  1.09024848 -0.66061363],[ 2.8612165   0.24301125 -0.12961376  0.0729283 ],[ 0.51578677 -5.85515245  3.17520403],"[ 0.64129812  0.70312876  0.58142126  0.99647196  0.01766713  0.08204574
  0.00413004  0.96608522 -0.2581904  -0.08382466  0.25761834  0.96260387
  1.38609009  1.09024848 -0.66061363  2.86611462  0.55060381 -0.08042128
  0.06441742  2.86087608  0.38208336 -0.21138313  0.05381389  2.8844471
  0.56456393 -0.18690631  0.06671496]","[ 0.12825966  0.14062583 -0.7674315   0.9964719   0.01766717  0.08204579
  0.00413001  0.9660852  -0.2581904  -0.08382463  0.2576183   0.9626038
  0.13860905  0.10902488 -0.06606138 -0.0493505   0.09176731 -0.01340353
  0.01610434 -0.05110461  0.06368065 -0.03523052  0.01345348 -0.04321206
  0.09409404 -0.03115106  0.01667869]"
82.853,[0.65203369 0.71178913 0.57729572],"[[ 0.99659574  0.0190105   0.08022182]
 [ 0.0038868   0.96113543 -0.27604997]
 [-0.08235188  0.27542203  0.95778958]]",[ 1.38708199  1.0407257  -0.63851718],[ 2.8595884   0.01282384 -0.19290197  0.06196418],[ 0.5324715  -6.45482108  3.83169459],"[ 0.65203369  0.71178913  0.57729572  0.99659574  0.0190105   0.08022182
  0.0038868   0.96113543 -0.27604997 -0.08235188  0.27542203  0.95778958
  1.38708199  1.0407257  -0.63851718  2.86087608  0.38208336 -0.21138313
  0.05381389  2.8844471   0.56456393 -0.18690631  0.06671496  2.86121655
  0.24301125 -0.12961376  0.0729283 ]","[ 0.13040674  0.14235783 -0.7690817   0.99659574  0.01901054  0.08022177
  0.00388682  0.9611354  -0.27604997 -0.08235186  0.2754221   0.95778966
  0.13870823  0.10407257 -0.06385171 -0.05110461  0.06368065 -0.03523052
  0.01345348 -0.04321206  0.09409404 -0.03115106  0.01667869 -0.05099058
  0.04050195 -0.02160227  0.01823211]"
